Label,NarratorID_Mapped,NarratorNameAr,NarratorNameAr-Mapped,NarratorNameEn-Mapped,Gender,NarratorGeneration
Amr bin Sawad (11),30443,عمرو بن سواد بن الأسود العامرى البصرى,عمرو بن سواد,Amr bin Sawad (11),Male,3rd Century AH
Qtn bin Nsyr (10),30444,قطن بن نسير أبو عباد البصرى الغبرى,قطن بن نسير,Qtn bin Nsyr (10),Male,3rd Century AH
Muhammad bin Ahmed bin,30445,محمد بن أحمد بن نافع أبو بكر العبدى,محمد بن أحمد,Muhammad bin Ahmed bin,Male,3rd Century AH
Muhammad bin Bkar bin al-Zubair ,30446,محمد بن بكار بن الزبير العيشى,محمد بن بكار بن الزبير العيشي,Muhammad bin Bkar bin al-Zubair ,Male,3rd Century AH
Muhammad bin Khalad bin Kathir (10),30447,محمد بن خلاد بن كثير أبو بكر الباهلى,محمد بن خلاد بن كثير الباهلي,Muhammad bin Khalad bin Kathir (10),Male,3rd Century AH
Muhammad bin Abdullah (10),30448,محمد بن عبد الله بن بزيع أبو بكر البصرى,محمد بن عبد الله بن بزيع,Muhammad bin Abdullah (10),Male,3rd Century AH
Muhammad bin Abdul Ala (10),30449,محمد بن عبد الأعلى الصنعانى البصرى,محمد بن عبد الأعلى,Muhammad bin Abdul Ala (10),Male,3rd Century AH
Ibn Abi al-Shuwarab ,30450,محمد بن عبد الملك بن أبى الشوارب الأموى,محمد بن عبد الملك بن أبي الشوارب,Ibn Abi al-Shuwarab ,Male,3rd Century AH
Muhammad bin Ubaid bin Hsab,30451,محمد بن عبيد بن حساب الغبرى البصرى,محمد بن عبيد بن حساب,Muhammad bin Ubaid bin Hsab,Male,3rd Century AH
Muhammad bin Amr bin Ubada bin Jabla (11),30452,محمد بن عمرو بن عباد بن جبلة العتكى,محمد بن عمرو بن عبادة بن جبلة,Muhammad bin Amr bin Ubada bin Jabla (11),Male,3rd Century AH
Muhammad bin Muhammad bin Mrzwq,30453,محمد بن محمد بن مرزوق الباهلى البصرى,محمد بن محمد بن مرزوق,Muhammad bin Muhammad bin Mrzwq,Male,3rd Century AH
Muhammad bin Yahya bin Abi Hazm ,30454,محمد بن يحيى بن أبى حزم القطعى,محمد بن يحيى بن أبي حزم القطعي,Muhammad bin Yahya bin Abi Hazm ,Male,3rd Century AH
Muhammad bin Yahya bin Said (10),30455,محمد بن يحيى بن سعيد القطان,محمد بن يحيى بن سعيد,Muhammad bin Yahya bin Said (10),Male,3rd Century AH
Malik bin Abd al-Wahd (10),30456,مالك بن عبد الواحد أبو غسان المسمعى,مالك بن عبد الواحد أبو غسان المسمعي,Malik bin Abd al-Wahd (10),Male,3rd Century AH
Mala bin Asad al-Ami (10),30457,معلى بن أسد أبو الهيثم العمى,معلى بن أسد العمي أبو الهيثم البصري,Mala bin Asad al-Ami (10),Male,3rd Century AH
Hrym bin Abd al-Ala,30458,هريم بن عبد الأعلى بن الفرات الأسدى,هريم بن عبد الأعلى بن الفرات الأسدي,Hrym bin Abd al-Ala,Male,3rd Century AH
Yahya bin Habib bin Arby (10),30459,يحيى بن حبيب بن عربى البصرى,يحيى بن حبيب بن عربي,Yahya bin Habib bin Arby (10),Male,3rd Century AH
Yahya bin Khlf al-Bahly (10),30460,يحيى بن خلف أبو سلمة الجوبارى الباهلى,يحيى بن خلف الباهلي أبو سلمة البصري,Yahya bin Khlf al-Bahly (10),Male,3rd Century AH
Ahmed bin Jwas (10),30461,أحمد بن جواس أبو عاصم الحنفى الكوفى,أحمد بن جواس,Ahmed bin Jwas (10),Male,3rd Century AH
Jafar bin Hmyd (10),30462,جعفر بن حميد أبو محمد العبسى الكوفى,جعفر بن حميد,Jafar bin Hmyd (10),Male,3rd Century AH
Khalid bin Mukhallad al-Qatwani (10),30463,خالد بن مخلد أبو الهيثم القطوانى,خالد بن مخلد القطواني,Khalid bin Mukhallad al-Qatwani (10),Male,3rd Century AH
Zakaria bin Ady bin Zarayn (10),30464,زكريا بن عدى بن الصلت أبو يحيى التيمى,زكريا بن عدي بن زريق,Zakaria bin Ady bin Zarayn (10),Male,3rd Century AH
Said bin Amr bin Sahl al-Kundi (10),30465,سعيد بن عمرو بن سهل الأشعثى الكندى,سعيد بن عمرو بن سهل الكندي الأشعثي,Said bin Amr bin Sahl al-Kundi (10),Male,3rd Century AH
Swyd bin Amr al-Klby (10),30466,سويد بن عمرو أبو الوليد الكلبى الكوفى,سويد بن عمرو الكلبي,Swyd bin Amr al-Klby (10),Male,3rd Century AH
Abdullah bin Amir,30467,عبد الله بن عامر بن زرارة الحضرمى,عبد الله بن عامر بن زرارة الحضرمي,Abdullah bin Amir,Male,3rd Century AH
Abdullah bin Umar (10),30468,عبد الله بن عمر بن محمد بن أبان الجعفى,عبد الله بن عمر,Abdullah bin Umar (10),Male,3rd Century AH
Ubaid bin Yysh al-Mhamly (10),30469,عبيد بن يعيش المحاملى الكوفى العطار,عبيد بن يعيش المحاملي أبو محمد الكوفي,Ubaid bin Yysh al-Mhamly (10),Male,3rd Century AH
Ali bin al-Hasan bin Sulaiman ,30470,على بن الحسن بن سليمان الكوفى الحضرمى,علي بن الحسن بن سليمان الحضرمي,Ali bin al-Hasan bin Sulaiman ,Male,3rd Century AH
Ali bin Hakeem bin Dhabyan (10),30471,على بن حكيم بن ذبيان الأودى الكوفى,علي بن حكيم بن ذبيان الأودي,Ali bin Hakeem bin Dhabyan (10),Male,3rd Century AH
Ali bin Atham bin Ali,30472,على بن عثام بن على العامرى الكوفى,علي بن عثام,Ali bin Atham bin Ali,Male,3rd Century AH
Amr bin Hmad bin Talha (10),30473,عمرو بن حماد بن طلحة القناد,عمرو بن حماد بن طلحة القناد,Amr bin Hmad bin Talha (10),Male,3rd Century AH
Awn bin Salam (10),30474,عون بن سلام أبو جعفر الكوفى,عون بن سلام,Awn bin Salam (10),Male,3rd Century AH
al-Qasim bin Zakaria bin Dinar,30475,القاسم بن زكريا بن دينار القرشى الطحان,القاسم بن زكريا بن دينار القرشي,al-Qasim bin Zakaria bin Dinar,Male,3rd Century AH
Muhammad bin Tryf bin Khlyf (10),30476,محمد بن طريف بن خليف البجلى,محمد بن طريف بن خليف,Muhammad bin Tryf bin Khlyf (10),Male,3rd Century AH
Muhammad bin Abi Ubaida,30477,محمد بن أبى عبيدة بن معن المسعودى,محمد بن أبي عبيدة بن معن المسعودي,Muhammad bin Abi Ubaida,Male,3rd Century AH
Muhammad bin Yazid Abu Hisham al-Rafai,30478,محمد بن يزيد بن محمد أبو هشام الرفاعى,محمد بن يزيد أبو هشام الرفاعي,Muhammad bin Yazid Abu Hisham al-Rafai,Male,3rd Century AH
Mnjab bin al-Harith (10),30479,منجاب بن الحارث بن عبد الرحمن التميمى,منجاب بن الحارث,Mnjab bin al-Harith (10),Male,3rd Century AH
Hanad bin al-Sari bin Musab (10),30480,هناد بن السرى بن مصعب التميمى,هناد بن السري بن مصعب,Hanad bin al-Sari bin Musab (10),Male,3rd Century AH
Wasl bin Abd al-Ala (10),30481,واصل بن عبد الأعلى بن هلال الأسدى,واصل بن عبد الأعلى بن هلال الأسدي,Wasl bin Abd al-Ala (10),Male,3rd Century AH
al-Walid bin Shuja bin al-Sakuni (10),30482,الوليد بن شجاع بن الوليد السكونى,الوليد بن شجاع بن الوليد بن قيس السكوني,al-Walid bin Shuja bin al-Sakuni (10),Male,3rd Century AH
Yahya bin Bashr bin Kathir al-Harayri (10),30483,يحيى بن بشر بن كثير الحريرى الكوفى,يحيى بن بشر بن كثير الحريري,Yahya bin Bashr bin Kathir al-Harayri (10),Male,3rd Century AH
Ahmed bin Abdur Rahman (11),30484,أحمد بن عبد الرحمن بن وهب بن مسلم المصرى,أحمد بن عبد الرحمن بن وهب,Ahmed bin Abdur Rahman (11),Male,3rd Century AH
Ahmed bin Amr bin al-Sarh (10),30485,أحمد بن عمرو بن السرح أبو الطاهر المصرى,أحمد بن عمرو بن السرح أبو الطاهر,Ahmed bin Amr bin al-Sarh (10),Male,3rd Century AH
Ishaq bin Bakr bin Madr (10),30486,إسحاق بن بكر بن مضر أبو يعقوب المصرى,إسحاق بن بكر بن مضر,Ishaq bin Bakr bin Madr (10),Male,3rd Century AH
Hrmlh bin Yahya bin (11),30487,حرملة بن يحيى بن حرملة أبو حفص التجيبى,حرملة بن يحيى,Hrmlh bin Yahya bin (11),Male,3rd Century AH
Zakaria bin Yahya bin Salah al-Qudai,30488,زكريا بن يحيى بن صالح أبو يحيى المصرى,زكريا بن يحيى بن صالح القضاعي,Zakaria bin Yahya bin Salah al-Qudai,Male,3rd Century AH
Abdul Malik bin Shuaib bin al-Laith (11),30489,عبد الملك بن شعيب بن الليث بن سعد,عبد الملك بن شعيب بن الليث بن سعد,Abdul Malik bin Shuaib bin al-Laith (11),Male,3rd Century AH
Muhammad bin Rmh bin al-Mhajr (10),30490,محمد بن رمح بن المهاجر المصرى التجيبى,محمد بن رمح بن المهاجر,Muhammad bin Rmh bin al-Mhajr (10),Male,3rd Century AH
Muhammad bin Salmah bin (11),30491,محمد بن سلمة بن أبى فاطمة المرادى المصرى,محمد بن سلمة,Muhammad bin Salmah bin (11),Male,3rd Century AH
Harun bin Said (10),30492,هارون بن سعيد بن الهيثم أبو جعفر الأيلى,هارون بن سعيد,Harun bin Said (10),Male,3rd Century AH
Yonus bin Abdul Ala al-Sadfi (10),30493,يونس بن عبد الأعلى بن ميسرة الصدفى,يونس بن عبد الأعلى بن ميسرة الصدفي,Yonus bin Abdul Ala al-Sadfi (10),Male,3rd Century AH
Ahmed bin Ibrahim bin Kathir (10),30494,أحمد بن إبراهيم بن كثير بن زيد الدورقى,أحمد بن إبراهيم بن كثير,Ahmed bin Ibrahim bin Kathir (10),Male,3rd Century AH
Ahmed bin al-Hasan bin Khrash (11),30495,أحمد بن الحسن بن خراش أبو جعفر البغدادى,أحمد بن الحسن بن خراش,Ahmed bin al-Hasan bin Khrash (11),Male,3rd Century AH
Ibrahim bin Dinar al-Bghdady (10),30496,إبراهيم بن دينار أبو إسحاق التمار,إبراهيم بن دينار البغدادي,Ibrahim bin Dinar al-Bghdady (10),Male,3rd Century AH
Ibrahim bin Ziyad al-Bghdady ,30497,إبراهيم بن زياد البغدادى سبلان,إبراهيم بن زياد البغدادي,Ibrahim bin Ziyad al-Bghdady ,Male,3rd Century AH
Ibrahim bin Said al-Juhari (10),30498,إبراهيم بن سعيد الجوهرى أبو إسحاق الطبرى,إبراهيم بن سعيد الجوهري,Ibrahim bin Said al-Juhari (10),Male,3rd Century AH
Hajb bin al-Walid bin Maymun ,30499,حاجب بن الوليد بن ميمون أبو أحمد الأعور,حاجب بن الوليد بن ميمون,Hajb bin al-Walid bin Maymun ,Male,3rd Century AH
al-Hasan bin Ahmed bin Aby,30501,الحسن بن أحمد بن أبى شعيب الحرانى,الحسن بن أحمد بن أبي,al-Hasan bin Ahmed bin Aby,Male,3rd Century AH
al-Hakm bin Musa (10),30502,الحكم بن موسى بن أبى زهير القنطرى,الحكم بن موسى البزاز,al-Hakm bin Musa (10),Male,3rd Century AH
Khlf bin Hisham bin Thlb (10),30503,خلف بن هشام بن ثعلب البزار المقرئ,خلف بن هشام بن ثعلب,Khlf bin Hisham bin Thlb (10),Male,3rd Century AH
Daud bin Amr bin Zuhayr (10),30504,داود بن عمرو بن زهير أبو سليمان الضبى,داود بن عمرو الضبي,Daud bin Amr bin Zuhayr (10),Male,3rd Century AH
Sulaiman bin Daud bin Rasheed,30505,سليمان بن داود بن رشيد البغدادى الأحول,سليمان بن داود أبو الربيع الختلي الأحول,Sulaiman bin Daud bin Rasheed,Male,3rd Century AH
Shja bin Mkhld al-Flas (10),30506,شجاع بن مخلد أبو الفضل البغوى الفلاس,شجاع بن مخلد الفلاس أبو الفضل البغوي,Shja bin Mkhld al-Flas (10),Male,3rd Century AH
Abdullah bin Jafar al-Barmaki ,30507,عبد الله بن جعفر بن يحيى البرمكى,عبد الله بن جعفر البرمكي ,Abdullah bin Jafar al-Barmaki ,Male,3rd Century AH
Abdullah bin Muhammad al-Yamami,30508,عبد الله بن محمد ابن الرومى اليمامى,عبد الله بن محمد اليمامي,Abdullah bin Muhammad al-Yamami,Male,3rd Century AH
Abdullah bin Mty (10),30509,عبد الله بن مطيع بن راشد البكرى,عبد الله بن مطيع بن راشد البكري,Abdullah bin Mty (10),Male,3rd Century AH
Abd al-Salam bin Abd,30510,عبد السلام بن عبد الرحمن بن صخر الوابصى,عبد السلام بن عبد الرحمن بن صخر,Abd al-Salam bin Abd,Male,3rd Century AH
Muhammad bin Ishaq al-Saghani,30511,محمد بن إسحاق بن جعفر أبو بكر الصاغانى,محمد بن إسحاق الصغاني,Muhammad bin Ishaq al-Saghani,Male,3rd Century AH
Muhammad bin Bkar bin al-Ryan (10),30512,محمد بن بكار بن الريان الهاشمى,محمد بن بكار بن الريان الهاشمي مولاهم,Muhammad bin Bkar bin al-Ryan (10),Male,3rd Century AH
Muhammad bin Jafar bin Ziyad,30513,محمد بن جعفر بن زياد أبو عمران الوركانى,محمد بن جعفر بن زياد,Muhammad bin Jafar bin Ziyad,Male,3rd Century AH
Muhammad bin Hatim Al-Samayn,30514,محمد بن حاتم بن ميمون البغدادى السمين,محمد بن حاتم البغدادي - السمين,Muhammad bin Hatim Al-Samayn,Male,3rd Century AH
Muhammad bin Hyan,30515,محمد بن حيان أبو الأحوص البغوى,محمد بن حيان,Muhammad bin Hyan,Male,3rd Century AH
Muhammad bin Sahl bin Askr,30516,محمد بن سهل بن عسكر التميمى البخارى,محمد بن سهل بن عسكر,Muhammad bin Sahl bin Askr,Male,3rd Century AH
Muhammad bin Abdullah al-Razi,30517,محمد بن عبد الله أبو جعفر الرزى,محمد بن عبد الله الرزي,Muhammad bin Abdullah al-Razi,Male,3rd Century AH
Muhammad bin Abi Atab,30518,محمد بن أبى عتاب أبو بكر الأعين,محمد بن أبي عتاب الأعين,Muhammad bin Abi Atab,Male,3rd Century AH
Muhammad bin al-Frj ,30519,محمد بن الفرج بن عبد الوارث البغدادى,محمد بن الفرج بن عبد الوارث,Muhammad bin al-Frj ,Male,3rd Century AH
Mjahd bin Musa (10),30521,مجاهد بن موسى أبو على الخوارزمى الختلى,مجاهد بن موسى,Mjahd bin Musa (10),Male,3rd Century AH
Mhrz bin Awn,30522,محرز بن عون أبو الفضل الهلالى البغدادى,محرز بن عون,Mhrz bin Awn,Male,3rd Century AH
Mansur bin Abi Mazahim (Bashir) (10),30523,منصور بن أبى مزاحم أبو نصر البغدادى,منصور بن أبي مزاحم بشير التركي,Mansur bin Abi Mazahim (Bashir) (10),Male,3rd Century AH
Harun bin Abdullah al-Hamal (10),30524,هارون بن عبد الله بن مروان الحمال,هارون بن عبد الله بن مروان الحمال,Harun bin Abdullah al-Hamal (10),Male,3rd Century AH
Yahya bin Ishaq (10),30525,يحيى بن إسحاق أبو زكريا السيلحينى,يحيى بن إسحاق,Yahya bin Ishaq (10),Male,3rd Century AH
Yahya bin Ayoub al-Maqabri (10),30526,يحيى بن أيوب المقابرى البغدادى العابد,يحيى بن أيوب المقابري,Yahya bin Ayoub al-Maqabri (10),Male,3rd Century AH
Yahya bin Ghylan bin Abd (10),30527,يحيى بن غيلان بن عبد الله الخزاعى,يحيى بن غيلان بن عبد الله بن أسماء,Yahya bin Ghylan bin Abd (10),Male,3rd Century AH
Abu Bakr bin al-Nadr bin Abi al-Nadr (11),30528,أبو بكر بن النضر بن أبى النضر البغدادى,أبو بكر بن النضر بن أبي النضر,Abu Bakr bin al-Nadr bin Abi al-Nadr (11),Male,3rd Century AH
